OBJECTID,AxeBrue_IDB_merged_140219_Snapped_OBJECTID,AxeBrue_IDB_merged_140219_Snapped_Water_leve,AxeBrue_IDB_merged_140219_Snapped_Grid_ref_,AxeBrue_IDB_merged_140219_Snapped_Owned_by,AxeBrue_IDB_merged_140219_Snapped_Operated_b,AxeBrue_IDB_merged_140219_Snapped_Watercours,AxeBrue_IDB_merged_140219_Snapped_Descriptio,AxeBrue_IDB_merged_140219_Snapped_X,AxeBrue_IDB_merged_140219_Snapped_Y,AxeBrue_IDB_merged_140219_Snapped_Lat,AxeBrue_IDB_merged_140219_Snapped_Long_,AxeBrue_IDB_merged_140219_Snapped_Source,AxeBrue_IDB_merged_140219_Snapped_Enabled,AxeBrue_IDB_merged_140219_Snapped_NEAR_FID,AxeBrue_IDB_merged_140219_Snapped_NEAR_DIST,AxeBrue_IDB_merged_140219_Snapped_NEAR_X,AxeBrue_IDB_merged_140219_Snapped_NEAR_Y,AxeBrue_IDB_merged_140219_Snapped_Dimensions,AxeBrue_IDB_merged_140219_Snapped_FID_1,AxeBrue_IDB_merged_140219_Snapped_Structure,AxeBrue_IDB_merged_140219_Snapped_structure_,AxeBrue_IDB_merged_140219_Snapped_Count_,AxeBrue_IDB_merged_140219_Snapped_AncillaryR,AxeBrue_IDB_merged_140219_Snapped_AncillaryRole,AxeBrue_IDB_merged_140219_Snapped_SnapDist,AxeBrue_IDB_merged_140219_Snapped_ForcedMove,AxeBrue_IDB_merged_140219_Snapped_SnapQual,AxeBrue_IDB_merged_140219_Snapped_SrchName,AxeBrue_IDB_merged_140219_Snapped_Reach,AxeBrueIDB_Sum_Output_OBJECTID,AxeBrueIDB_Sum_Output_FREQUENCY,AxeBrueIDB_Sum_Output_SiteID,DistFromLn,DistAlngLn,USLength,SUM_USLength,AvailDSNet
260,260,,,,,,,344649,143153,,,AxeBrueIDB_structures+N,1,416,3.098802968,344649.5285,143149.9466,,156,UB11,Stoplogs,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,252,6,260,2.58327E-06,0.477452993,2512.731689,2337.82251,174.9091797
207,207,,,,,,,337387,145340,,,AxeBrueIDB_structures+N,1,379,0.215729425,337386.8123,145339.8937,,103,M13,Penstock,0,,,1.049999952,N,"Nearest Polyline, no name check",n/a,11221,201,1,207,1.28577E-06,0.020385435,174.7719116,0,174.7719116
372,372,,,,,,,340033,141017,,,AxeBrueIDB_structures+N,1,355,5.015969434,340037.9214,141016.0306,,268,XC05,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,361,1,372,3.49348E-06,0.243762329,171.067215,0,171.067215
399,399,,,,,,,340662,145141,,,AxeBrueIDB_structures+N,1,406,2.835427898,340663.1326,145143.5994,,295,XW16,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,388,5,399,2.0731E-06,0.165581182,164.8206024,0,164.8206024
332,332,,,,,,,352697,135409,,,AxeBrueIDB_structures+N,1,40,0.104971219,352696.9147,135409.0612,,228,UB85,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,321,1,332,1.22515E-05,0.980023086,164.3193665,0,164.3193665
351,351,,,,,,,341533,145439,,,AxeBrueIDB_structures+N,1,342,10.2414528,341542.9885,145436.7381,,247,W12,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,340,1,351,5.03591E-05,0.746066093,155.9928284,0,155.9928284
74,74,Tealham RWLA SP1, ,EA,EA,Brue Inlet,Culvert & penstock,340890,144350,51.195297,-2.8473068,North Drain,1,307,2.696189684,340892.6873,144350.2185,300mm culvert with Penstock valve mounted midway along the culvert,,,,,,,1.264999986,N,"Nearest Polyline, no name check",n/a,11221,74,1,74,4.97576E-05,0.971680105,708.6726074,555.7676392,152.9049683
387,387,,,,,,,340908,145733,,,AxeBrueIDB_structures+N,1,400,8.699684233,340909.3522,145741.594,,283,XW04,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,376,4,387,4.45473E-05,0.18559581,151.6711731,0,151.6711731
249,249,,,,,,,349373,139580,,,AxeBrueIDB_structures+N,1,49,5.704836522,349378.7047,139579.9656,,145,UB01,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,241,3,249,3.2805E-05,0.169276029,151.3075867,0,151.3075867
151,151,,,,,,,338850,141762,,,AxeBrueIDB_structures+N,1,329,4.371017641,338853.4859,141759.3629,,47,C16,Culvert,0,,,1.169999957,N,"Nearest Polyline, no name check",n/a,11221,149,1,151,3.96293E-05,0.920182645,143.5854034,0,143.5854034
418,418,,,,,,,349198,140828,,,AxeBrueIDB_structures+N,1,75,0.461448065,349198.4264,140828.1764,,314,UB97,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,407,3,418,4.29218E-07,0.092363887,136.6410828,0,136.6410828
91,91,Lewis Drove Rhyne Inlets, ,UB IDB,UB IDB,Westhay Moor Drove Rhyne,Flap valve / disk valve,346510,143730,51.190277,-2.7667943,North Drain,1,416,2.779941172,346510.6453,143732.704,Double control valves.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,89,2,91,8.06354E-06,0.186588719,449.5073242,315.9853821,133.5219421
354,354,,,,,,,339736,146159,,,AxeBrueIDB_structures+N,1,172,6.907106524,339734.0452,146152.3753,,250,W15,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,343,3,354,1.64585E-05,0.312659204,132.9997559,0,132.9997559
215,215,,,,,,,336799,145134,,,AxeBrueIDB_structures+N,1,1081,21.25206372,336796.7433,145112.8681,,111,M21,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,208,1,215,7.5252E-06,0.579160511,145044.7188,144914,130.71875
210,210,,,,,,,338033,147706,,,AxeBrueIDB_structures+N,1,351,0.896452459,338032.1931,147706.3906,,106,M16,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,203,1,210,1.61537E-05,0.519778788,130.301239,0,130.301239
291,291,,,,,,,346909,138695,,,AxeBrueIDB_structures+N,1,158,11.79060044,346920.7837,138694.5967,,187,UB43,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a,11221,282,1,291,9.41478E-07,0.176489547,124.6747894,0,124.6747894
407,407,,,,,,,341283,144899,,,AxeBrueIDB_structures+N,1,405,0.384419422,341283.1235,144899.364,,303,XW24,Culvert,0,,,0.381999999,N,"Nearest Polyline, no name check",n/a,11221,396,2,407,5.65557E-05,0.215045437,137.9564056,13.70415401,124.2522516
70,70,Tealham RWLA SL1, ,EA,EA,Non Main River,Penning boards,341480,145620,51.206776,-2.8390717,North Drain,1,400,4.650127896,341480.9798,145624.5457,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,70,1,70,3.14953E-05,0.899678469,735.2283936,613.6107178,121.6176758
201,201,,,,,,,338138,147673,,,AxeBrueIDB_structures+N,1,351,0.334367477,338137.7531,147673.2255,,97,M06,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,195,1,201,1.23313E-05,0.999651015,250.598465,130.301239,120.297226
219,219,,,,,,,336464,145667,,,AxeBrueIDB_structures+N,1,136,135.6839077,336370.6894,145568.4949,,115,M25,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,212,1,219,0,0.706025779,1790.019775,1670.047852,119.9719238
118,118,,,,,,,338699,151460,,,AxeBrueIDB_structures+N,1,391,0.285148115,338699.2062,151460.197,,14,BA01,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,116,1,118,3.15448E-05,0.06787201,119.5026169,0,119.5026169
158,158,,,,,,,336584,152249,,,AxeBrueIDB_structures+N,1,283,1.364323561,336583.4005,152247.7745,,54,EB01,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,156,1,158,4.70106E-05,0.420721561,116.4947891,0,116.4947891
362,362,,,,,,,340820,145058,,,AxeBrueIDB_structures+N,1,406,4.276776147,340815.7235,145057.9514,,258,W23,Culvert,1,,,0.523999989,N,"Nearest Polyline, no name check",n/a,11221,351,1,362,2.97881E-05,0.984436333,631.5378418,516.184021,115.3538208
279,279,,,,,,,349166,142701,,,AxeBrueIDB_structures+N,1,210,2.074705547,349168.0518,142700.6928,,175,UB30,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,270,1,279,3.80072E-05,0.993201256,117.624794,7.161060333,110.4637337
381,381,,,,,,,339878,141190,,,AxeBrueIDB_structures+N,1,187,1.305833474,339876.7344,141190.3215,,277,XC14,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,370,2,381,3.65498E-05,0.34501496,435.6434937,325.5052185,110.1382751
146,146,,,,,,,336650,142003,,,AxeBrueIDB_structures+N,1,326,3.608491323,336649.2097,141999.4791,,42,C11,Penstock,0,,,0.066,N,"Nearest Polyline, no name check",n/a,11221,144,1,146,5.48251E-06,0.079018049,113.690361,8.393418312,105.2969427
384,384,,,,,,,339834,146122,,,AxeBrueIDB_structures+N,1,172,0.156282363,339833.9542,146121.8506,,280,XW01,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,373,2,384,1.97659E-05,0.558246613,237.4683533,132.9997559,104.4685974
371,371,,,,,,,339831,141017,,,AxeBrueIDB_structures+N,1,187,1.40751347,339829.6433,141017.3746,,267,XC04,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,360,1,371,4.76441E-05,0.487027943,614.9604492,511.1842651,103.7761841
139,139,,,,,,,339182,140625,,,AxeBrueIDB_structures+N,1,1124,0.316919873,339182.0555,140625.312,,35,C01,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,137,5,139,2.20201E-05,0.000352047,1364.316162,1261.790283,102.5258789
163,163,,,,,,,331718,143946,,,AxeBrueIDB_structures+N,1,310,4.415330675,331722.3343,143945.1578,,59,H05,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,161,2,163,3.53721E-05,0.180454791,101.0056458,0,101.0056458
125,125,,,,,,,331748,155350,,,AxeBrueIDB_structures+N,1,66,0.57569777,331747.7621,155349.4757,,21,BB04,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,123,1,125,5.12211E-05,0.980386913,7453.807617,7354.39209,99.41552735
398,398,,,,,,,340571,145181,,,AxeBrueIDB_structures+N,1,406,2.51537508,340572.0048,145183.306,,294,XW15,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,387,4,398,2.92674E-05,0.26544252,264.2232666,164.8206024,99.40266418
154,154,,,,,,,339325,141084,,,AxeBrueIDB_structures+N,1,418,1.272047327,339325.2551,141085.2462,,50,C19,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,152,1,154,5.48401E-06,0.055968661,89.68894958,0,89.68894958
392,392,,,,,,,341507,145350,,,AxeBrueIDB_structures+N,1,342,5.652312611,341501.469,145351.1649,,288,XW09,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,381,1,392,2.78776E-05,0.811080158,1060.79126,971.2595825,89.53167725
388,388,,,,,,,340995,145716,,,AxeBrueIDB_structures+N,1,400,9.328140494,340996.9539,145725.1212,,284,XW05,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,377,3,388,1.02085E-05,0.294711232,240.8416443,151.6711731,89.17047119
404,404,,,,,,,341159,144960,,,AxeBrueIDB_structures+N,1,405,2.744438183,341159.4785,144962.7024,,300,XW21,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,393,1,404,2.35708E-06,0.594562292,368.1992493,282.855896,85.34335327
395,395,,,,,,,340142,145364,,,AxeBrueIDB_structures+N,1,406,7.572200832,340145.0465,145370.9323,,291,XW12,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,384,1,395,1.84838E-05,0.73396033,730.5890503,649.5245972,81.06445312
390,390,,,,,,,341539,145486,,,AxeBrueIDB_structures+N,1,342,6.914881975,341532.2595,145487.5433,,286,XW07,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,379,1,390,3.77752E-05,0.486380488,99.08702087,20.02358437,79.06343651
382,382,,,,,,,339860,141117,,,AxeBrueIDB_structures+N,1,187,2.958677427,339857.0768,141117.4568,,278,XC15,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,371,1,382,1.2904E-06,0.404840678,511.1842651,435.6434937,75.54077148
333,333,,,,,,,346920,138770,,,AxeBrueIDB_structures+N,1,158,3.55433828,346923.5367,138769.6463,,229,UB86,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,322,1,333,4.21507E-06,0.282809377,199.7806549,124.6747894,75.10586548
408,408,,,,,,,341372,144675,,,AxeBrueIDB_structures+N,1,419,0.253344301,341371.7529,144675.056,,304,XW25,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,397,1,408,2.18575E-05,0.850122452,1042.397583,971.1498413,71.2477417
200,200,,,,,,,337893,147146,,,AxeBrueIDB_structures+N,1,423,1.127170039,337892.2133,147146.8072,,96,M05,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,194,1,200,1.93267E-05,0.004635999,70.12489319,0,70.12489319
69,69,Tealham RWLA S5, ,EA,EA,Non Main River,Penning boards,341160,144650,51.198022,-2.8434925,North Drain,1,419,200.9747775,341356.0024,144605.571,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,69,1,69,3.89803E-05,0.792016685,971.1498413,904.1512451,66.99859619
403,403,,,,,,,341077,144985,,,AxeBrueIDB_structures+N,1,405,4.416194449,341078.4105,144989.1849,,299,XW20,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,392,2,403,1.41318E-05,0.456751227,282.855896,220.0396881,62.81620789
228,228,,,,,,,350337,146540,,,AxeBrueIDB_structures+N,1,863,1.919004503,350338.6678,146539.0508,,124,UA08,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,220,1,228,1.06311E-05,0.786216795,62.13687897,0,62.13687897
318,318,,,,,,,349043,141198,,,AxeBrueIDB_structures+N,1,75,0.2726151,349043.2496,141198.1096,,214,UB71,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,308,1,318,1.22421E-05,0.363637418,537.9569702,476.9507446,61.00622559
413,413,,,,,,,333271,150733,,,AxeBrueIDB_structures+N,1,291,0.691589449,333270.5176,150733.4956,,309,BK04,Outlet,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,402,1,413,2.39698E-05,0.980678737,64.5149231,3.785355806,60.72956729
341,341,,,,,,,338851,148092,,,AxeBrueIDB_structures+N,1,141,1.010702761,338851.2239,148092.9856,,237,W02,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,330,1,341,9.15124E-06,0.229606673,967.086853,907.6421509,59.44470215
409,409,,,,,,,341332,144535,,,AxeBrueIDB_structures+N,1,419,10.38481316,341340.6915,144540.6835,,305,XW26,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,398,2,409,0,0.737376273,904.1512451,845.2838135,58.86743164
368,368,,,,,,,338307,142553,,,AxeBrueIDB_structures+N,1,487,239.2628888,338355.9109,142787.2103,,264,XC01,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,357,3,368,2.2571E-05,0.312553316,61750.07031,61696.88281,53.1875
251,251,,,,,,,349891,141245,,,AxeBrueIDB_structures+N,1,42,5.480248229,349893.7452,141240.2569,,147,UB03,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,243,1,251,0,0,2485.37915,2439.375977,46.00317383
58,58,Panborough Relief Channel Weir, ,EA,EA,Panborough Relief Channel,Fixed weir,346920,145420,51.20551,-2.7611784,North Drain,1,370,165.285692,346854.7392,145268.1435,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,58,1,58,2.61129E-05,0.049389962,42.4630394,0,42.4630394
122,122,,,,,,,330556,156260,,,AxeBrueIDB_structures+N,1,27,1.386031046,330557.386,156260.0136,,18,BB01,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,120,1,122,3.56746E-05,0.022149764,39.94710541,0,39.94710541
347,347,,,,,,,340111,145387,,,AxeBrueIDB_structures+N,1,406,1.011925149,340110.5929,145386.0736,,243,W08,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,336,1,347,2.23005E-05,0.771767855,768.2229614,730.5890503,37.63391113
165,165,,,,,,,330998,146510,,,AxeBrueIDB_structures+N,1,371,0.99381653,330997.6888,146509.0562,,61,H07,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,163,5,165,3.39176E-05,0.058427259,36.88251495,0,36.88251495
152,152,,,,,,,336686,141997,,,AxeBrueIDB_structures+N,1,326,5.464410697,336684.8494,141991.6581,,48,C17,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,150,1,152,7.60507E-07,0.104378261,150.1783752,113.690361,36.48801422
178,178,,,,,,,336671,143213,,,AxeBrueIDB_structures+N,1,60,0.842245042,336670.5736,143212.2737,,74,H24,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,174,2,178,1.87898E-05,0.020241931,35.75046539,0,35.75046539
359,359,,,,,,,341030,145715,,,AxeBrueIDB_structures+N,1,400,2.974615415,341030.6231,145717.9086,,255,W20,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,348,2,359,2.17367E-05,0.336846024,275.2746887,240.8416443,34.43304443
111,111,,,,,,,333046,147745,,,AxeBrueIDB_structures+N,1,226,6.975453497,333042.1844,147750.8394,,7,B05,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,109,1,111,3.18442E-05,0.816952944,33.57211685,0,33.57211685
374,374,,,,,,,340995,141052,,,AxeBrueIDB_structures+N,1,286,44.84222617,341038.4297,141040.8336,,270,XC07,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,363,7,374,2.32305E-05,0.494033426,828.5162354,795.8703003,32.64593506
386,386,,,,,,,340204,145980,,,AxeBrueIDB_structures+N,1,400,1.409508755,340203.4128,145978.7186,,282,XW03,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,375,1,386,2.65583E-05,0.29585284,921.0333862,888.5755005,32.45788574
194,194,,,,,,,336112,144924,,,AxeBrueIDB_structures+N,1,333,0.015883461,336112.0147,144923.994,,90,H42,Flap valve,0,,,0.368999988,N,"Nearest Polyline, no name check",n/a,11221,188,1,194,4.17939E-05,0.981661201,459.7194824,430.2091675,29.51031494
292,292,,,,,,,354854,141250,,,AxeBrueIDB_structures+N,1,164,108.8867269,354747.6072,141226.8293,,188,UB44,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,283,1,292,4.62568E-05,0.551747143,362.9055786,333.5787048,29.32687378
159,159,,,,,,,336665,155295,,,AxeBrueIDB_structures+N,1,104,0.449766922,336665.4407,155294.9104,,55,EB02,Penstock,0,,,0.152999997,N,"Nearest Polyline, no name check",n/a,11221,157,1,159,4.47529E-05,0.098307066,28.92819214,0,28.92819214
311,311,,,,,,,349007,137182,,,AxeBrueIDB_structures+N,1,363,0.092334297,349006.9845,137181.909,,207,UB63,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,301,1,311,2.36904E-05,0.018077631,25.02787781,0,25.02787781
116,116,,,,,,,332314,146946,,,AxeBrueIDB_structures+N,1,1072,3.881592896,332316.1675,146942.78,,12,B10,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,114,1,116,3.95634E-05,0.265981138,23.64613342,0,23.64613342
127,127,,,,,,,330292,153853,,,AxeBrueIDB_structures+N,1,281,0.864303562,330292.2695,153853.8212,,23,BB06,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,125,3,127,1.21264E-05,0.000877561,21.04624176,0,21.04624176
138,138,,,,,,,331422,157006,,,AxeBrueIDB_structures+N,1,358,0.238909371,331421.7623,157005.9757,,34,BL09,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,136,1,138,2.9486E-05,0.008648493,20.83333015,0,20.83333015
73,73,Tealham RWLA SL4, ,EA,EA,Non Main River,Penning boards,340220,145340,51.204128,-2.8570592,North Drain,1,406,1.837714368,340219.2606,145338.3176,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,73,2,73,3.2594E-06,0.652521729,649.5245972,628.8416138,20.6829834
391,391,,,,,,,341521,145409,,,AxeBrueIDB_structures+N,1,342,6.684768548,341514.4865,145410.5034,,287,XW08,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,380,1,391,1.77062E-05,0.098288178,20.02358437,0,20.02358437
85,85,Godney Crossroads, ,UB IDB,UB IDB,"Tripps Drove Rhyne, Godney Middle Rhyne",Penning hatch,347420,143480,51.188114,-2.7537372,North Drain,1,332,6.495190407,347420.2571,143473.5099,Hinged grate doubles as operating platform.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,85,1,85,0,0.010836508,19.72729683,0,19.72729683
256,256,,,,,,,347420,143480,,,AxeBrueIDB_structures+N,1,332,6.495190407,347420.2571,143473.5099,,152,UB07,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,248,1,256,0,0.010836508,19.72729683,0,19.72729683
319,319,,,,,,,348636,142119,,,AxeBrueIDB_structures+N,1,75,0.258365246,348636.2368,142119.1034,,215,UB72,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,309,1,319,2.55431E-05,0.191319451,19.71496964,0,19.71496964
225,225,,,,,,,347313,145562,,,AxeBrueIDB_structures+N,1,185,4.184605269,347313.1673,145566.1813,,121,UA05,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,217,1,225,4.03504E-05,0.01487413,19.2193737,0,19.2193737
129,129,,,,,,,330703,150561,,,AxeBrueIDB_structures+N,1,124,1.290067067,330701.881,150561.6419,,25,BB08,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,127,1,129,2.96212E-05,0.040340926,18.81031609,0,18.81031609
115,115,,,,,,,332721,148254,,,AxeBrueIDB_structures+N,1,72,0.292302096,332721.1067,148254.2721,,11,B09,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,113,2,115,2.94506E-05,0.060302567,18.7925148,0,18.7925148
330,330,,,,,,,353277,134563,,,AxeBrueIDB_structures+N,1,3,3.229370398,353279.5841,134561.0632,,226,UB83,Stoplogs,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,319,2,330,2.78236E-05,0.013837476,17.42160416,0,17.42160416
65,65,Tealham RWLA S1, ,EA,EA,Non Main River,Penning boards,340830,145040,51.201494,-2.8482793,North Drain,1,307,4.032508649,340825.9866,145039.6082,Trench sheet dam stop-log structure.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,65,2,65,2.96599E-05,0.022035463,16.07107735,0,16.07107735
117,117,,,,,,,331391,150074,,,AxeBrueIDB_structures+N,1,132,0.570917752,331391.5585,150073.8816,,13,B11,Screen,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,115,1,117,5.49105E-06,0.263851762,15.53874493,0,15.53874493
296,296,,,,,,,355010,140618,,,AxeBrueIDB_structures+N,1,445,251.7375136,354758.958,140599.3,,192,UB48,Penstock,0,,,15.28199959,Y,"Nearest Polyline, no name check",n/a,11221,287,12,296,1.79306E-05,0.010000016,15.28202152,0,15.28202152
352,352,,,,,,,340099,145372,,,AxeBrueIDB_structures+N,1,406,2.127090213,340098.1496,145370.0503,,248,W13,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,341,2,352,5.92264E-07,0.019059988,15.20485687,0,15.20485687
191,191,,,,,,,336280,143490,,,AxeBrueIDB_structures+N,1,1051,299.6204729,336198.9585,143201.5478,,87,H39,Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,185,1,191,4.39075E-05,0.199913263,65328.79688,65313.60156,15.1953125
257,257,,,,,,,346932,143623,,,AxeBrueIDB_structures+N,1,262,4.866175421,346927.471,143624.7798,,153,UB08,Penstock,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,249,1,257,1.37877E-05,0.715597868,13.7584219,0,13.7584219
303,303,,,,,,,352650,135245,,,AxeBrueIDB_structures+N,1,1092,8.36781992,352654.8917,135251.7891,,199,UB55,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a,11221,294,10,303,2.25958E-05,0.032878302,14731.58789,14718.28418,13.30371092
364,364,,,,,,,341405,144856,,,AxeBrueIDB_structures+N,1,405,5.435400884,341400.7889,144859.4366,,260,W25,Culvert,0,,,1.230999947,N,"Nearest Polyline, no name check",n/a,11221,353,3,364,5.21266E-06,0.021361977,13.70415401,0.484878778,13.21927524
361,361,,,,,,,340821,145070,,,AxeBrueIDB_structures+N,1,307,5.630452517,340822.8823,145075.3065,,257,W22,Culvert,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,350,5,361,0,0.021304753,13.19353485,0,13.19353485
268,268,,,,,,,345287,144712,,,AxeBrueIDB_structures+N,1,352,0.399245579,345287.3825,144711.8857,,164,UB19,Tilting Weir,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,260,1,268,3.29289E-05,0.019869015,12.18533421,0,12.18533421
335,335,,,,,,,345129,142664,,,AxeBrueIDB_structures+N,1,321,0.435092198,345129.2276,142664.3708,,231,UB88,Flap valve,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,324,1,335,1.24366E-05,0.026306681,12.16526985,0,12.16526985
348,348,,,,,,,341507,145362,,,AxeBrueIDB_structures+N,1,342,3.179121769,341503.8891,145362.6552,,244,W09,Tilting Weir,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,337,1,348,2.68355E-05,0.865538716,1072.533691,1060.79126,11.74243164
244,244,,,,,,,342881,152753,,,AxeBrueIDB_structures+N,1,398,3.931149059,342884.5437,152754.7018,,140,UA24,Valve (Inlet),0,,,0,N,"Nearest Polyline, no name check",n/a,11221,236,1,244,0,0.016651383,11.34123325,0,11.34123325
203,203,,,,,,,337679,147635,,,AxeBrueIDB_structures+N,1,47,0.319052473,337678.9939,147635.319,,99,M09,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,197,1,203,1.86327E-05,0.010939295,10.98970985,0,10.98970985
353,353,,,,,,,340830,145064,,,AxeBrueIDB_structures+N,1,405,8.498731797,340832.6694,145072.0686,,249,W14,Penstock,0,,,0,N,"Nearest Polyline, no name check",n/a,11221,342,4,353,2.58777E-05,0.037951235,23.50233269,13.19353485,10.30879784
277,277,,,,,,,348226,142099,,,AxeBrueIDB_structures+N,1,117,1.694119259,348226.6458,142100.5662,,173,UB28,Flap valve,1,,,10.28999996,Y,"Nearest Polyline, no name check",n/a,11221,268,1,277,2.47554E-05,0.03296027,10.28970051,0,10.28970051
84,84,Daggs Lane Drove Outfall, ,UB IDB,UB IDB,Daggs Lane Drove Rhyne,Penning hatch,345900,144820,51.20002,-2.7756868,North Drain,1,325,5.268864033,345905.2524,144819.5838,Not in use.,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,84,1,84,0,0.015657894,9.507478714,0,9.507478714
99,99,SWT Site Feed Hatch, ,UB IDB,UB IDB,Westhay Moor Drove Rhyne,Feed hatch,344640,143150,51.184884,-2.7934607,North Drain,1,416,1.677697177,344640.2861,143148.3469, ,,,,,,,0,N,"Nearest Polyline, no name check",n/a,11221,97,5,99,2.23506E-05,0.502775311,2522.111572,2512.731689,9.379882816
422,422,,,,,,,344418,144671,,,AxeBrueIDB_structures+N,1,25,0.224271023,344418.2131,144670.9301,,318,XUB01,Culvert,1,,,0,N,"Nearest Polyline, no name check",n/a,11221,411,1,422,2.86626E-07,0.012303794,9.37256813,0,9.37256813
